成交时间,成交价格,价格变动,成交量,成交金额,性质
10:11:35,9.77,0.01,2,1954,买盘
10:11:47,9.77,0.0,2,1954,买盘
10:11:56,9.76,-0.01,78,76200,卖盘
10:11:59,9.76,0.0,3,2928,卖盘
10:12:17,9.76,0.0,1,976,卖盘
10:12:20,9.76,0.0,1,976,卖盘
10:12:23,9.76,0.0,49,47824,卖盘
10:12:26,9.76,0.0,59,57584,卖盘
10:12:29,9.76,0.0,8,7808,中性盘
10:12:32,9.76,0.0,41,40055,卖盘
10:12:41,9.77,0.01,338,330232,买盘
10:12:44,9.77,0.0,26,25402,卖盘
10:12:59,9.76,-0.01,170,165981,卖盘
10:13:02,9.76,0.0,1,976,卖盘
10:13:05,9.77,0.01,1,977,中性盘
10:13:08,9.77,0.0,30,29310,卖盘
10:13:20,9.77,0.0,10,9770,买盘
10:13:23,9.76,-0.01,77,75186,卖盘
10:13:26,9.77,0.01,11,10746,买盘
10:13:29,9.77,0.0,54,52667,买盘
10:13:32,9.76,-0.01,5,4884,中性盘
10:13:53,9.76,0.0,12,11712,卖盘
10:13:59,9.76,0.0,33,32208,买盘
10:14:02,9.76,0.0,5,4880,买盘
10:14:20,9.76,0.0,58,56608,卖盘
10:14:29,9.78,0.02,300,293166,买盘
10:14:44,9.77,-0.01,36,35172,买盘
10:14:47,9.78,0.01,1,978,买盘
10:14:53,9.77,-0.01,2,1954,卖盘
10:14:59,9.77,0.0,32,31264,卖盘
10:15:05,9.77,0.0,71,69367,买盘
10:15:08,9.77,0.0,1,977,买盘
10:15:17,9.76,-0.01,2,1952,卖盘
10:15:20,9.76,0.0,48,46848,买盘
10:15:29,9.76,0.0,10,9760,买盘
10:15:32,9.76,0.0,1,976,买盘
10:15:41,9.76,0.0,2,1952,买盘
10:15:44,9.76,0.0,2,1952,买盘
10:16:02,9.75,-0.01,24,23400,卖盘
10:16:05,9.75,0.0,10,9750,卖盘
10:16:29,9.75,0.0,48,46800,买盘
10:16:32,9.75,0.0,2,1950,卖盘
10:16:53,9.76,0.01,1,976,买盘
10:17:02,9.75,-0.01,88,85800,卖盘
10:17:05,9.75,0.0,28,27300,买盘
10:17:08,9.75,0.0,25,24375,卖盘
10:17:11,9.75,0.0,1,975,卖盘
10:17:14,9.75,0.0,34,33155,卖盘
10:17:20,9.75,0.0,3,2925,中性盘
10:17:23,9.75,0.0,33,32175,卖盘
10:17:26,9.75,0.0,1,975,买盘
10:17:35,9.75,0.0,1,975,买盘
10:17:50,9.74,-0.01,364,354536,卖盘
10:17:53,9.74,0.0,3,2922,卖盘
10:18:02,9.74,0.0,29,28266,卖盘
10:18:14,9.75,0.01,22,21450,买盘
10:18:35,9.74,-0.01,21,20454,卖盘
10:18:38,9.74,0.0,10,9740,卖盘
10:18:41,9.74,0.0,34,33116,卖盘
10:19:08,9.73,-0.01,8,7784,卖盘
10:19:14,9.74,0.01,20,19480,买盘
10:19:26,9.74,0.0,1,974,买盘
10:19:29,9.74,0.0,63,61367,买盘
10:19:32,9.74,0.0,42,40908,卖盘
10:19:35,9.74,0.0,1,974,卖盘
10:19:50,9.74,0.0,8,7792,买盘
10:19:56,9.74,0.0,7,6818,卖盘
10:20:11,9.75,0.01,16,15600,买盘
10:20:14,9.75,0.0,27,26309,买盘
10:20:20,9.75,0.0,46,44840,买盘
10:20:26,9.75,0.0,169,164775,买盘
10:20:29,9.76,0.01,104,101504,买盘
10:20:32,9.76,0.0,4,3904,买盘
10:20:35,9.76,0.0,2,1952,买盘
10:20:38,9.75,-0.01,150,146250,卖盘
10:20:41,9.75,0.0,30,29250,卖盘
10:20:44,9.75,0.0,1,975,卖盘
10:20:47,9.75,0.0,2,1950,卖盘
10:20:50,9.75,0.0,47,45825,卖盘
10:20:53,9.75,0.0,115,112125,买盘
10:21:05,9.75,0.0,175,170625,卖盘
10:21:11,9.76,0.01,1,976,买盘
10:21:20,9.75,-0.01,150,146250,卖盘
10:21:23,9.75,0.0,22,21450,卖盘
10:21:29,9.75,0.0,12,11700,买盘
10:21:32,9.75,0.0,2,1950,买盘
10:21:38,9.75,0.0,7,6825,买盘
10:21:41,9.75,0.0,1,975,买盘
10:21:44,9.74,-0.01,74,72082,卖盘
10:21:47,9.74,0.0,1,974,卖盘
10:21:56,9.74,0.0,74,72076,卖盘
10:22:44,9.74,0.0,7,6818,卖盘
10:22:47,9.74,0.0,93,90582,卖盘
10:23:02,9.73,-0.01,167,162498,卖盘
10:23:05,9.73,0.0,6,5838,卖盘
10:23:08,9.73,0.0,1,973,卖盘
10:23:35,9.73,0.0,17,16541,卖盘
10:23:41,9.74,0.01,3,2922,买盘
10:23:50,9.74,0.0,35,34090,买盘
10:23:53,9.75,0.01,388,377920,买盘
10:24:08,9.75,0.0,63,61425,买盘
10:24:11,9.74,-0.01,218,212448,卖盘
10:24:23,9.74,0.0,20,19480,卖盘
10:24:26,9.76,0.02,31,30254,买盘
10:24:47,9.74,-0.02,26,25324,卖盘
10:25:02,9.75,0.01,20,19500,买盘
10:25:05,9.74,-0.01,31,30197,卖盘
10:25:56,9.75,0.01,2,1950,买盘
10:26:08,9.75,0.0,17,16575,买盘
10:26:11,9.75,0.0,90,87750,买盘
10:26:14,9.75,0.0,1,975,买盘
10:26:35,9.75,0.0,10,9750,买盘
10:26:44,9.75,0.0,380,370500,买盘
10:27:02,9.74,-0.01,103,100322,卖盘
10:27:29,9.73,-0.01,3,2919,卖盘
10:27:50,9.73,0.0,111,108003,卖盘
10:27:53,9.73,0.0,43,41839,买盘
10:28:11,9.74,0.01,57,55465,买盘
10:28:17,9.73,-0.01,18,17514,卖盘
10:28:26,9.74,0.01,2,1947,买盘
10:28:59,9.74,0.0,7,6818,买盘
10:29:05,9.74,0.0,5,4870,买盘
10:29:08,9.74,0.0,24,23376,买盘
10:29:29,9.73,-0.01,34,33087,卖盘
10:29:35,9.73,0.0,1,973,卖盘
10:30:14,9.73,0.0,5,4865,卖盘
10:30:17,9.73,0.0,6,5838,卖盘
10:30:32,9.73,0.0,10,9730,卖盘
10:30:38,9.73,0.0,10,9730,卖盘
10:30:41,9.74,0.01,2,1948,买盘
10:30:44,9.74,0.0,1,974,买盘
10:30:56,9.73,-0.01,4,3892,卖盘
10:31:23,9.73,0.0,1,973,卖盘
10:31:26,9.73,0.0,13,12649,卖盘
10:31:35,9.73,0.0,2,1946,卖盘
10:31:47,9.73,0.0,51,49623,卖盘
10:31:50,9.73,0.0,6,5838,买盘
10:31:53,9.73,0.0,3,2919,卖盘
10:31:56,9.73,0.0,1,973,卖盘
10:32:02,9.73,0.0,10,9730,卖盘
10:32:11,9.73,0.0,17,16541,卖盘
10:32:14,9.74,0.01,4,3893,买盘
10:32:17,9.73,-0.01,1,973,卖盘
10:32:20,9.72,-0.01,16,15565,卖盘
10:32:53,9.72,0.0,25,24300,卖盘
10:32:59,9.72,0.0,17,16524,卖盘
10:33:11,9.73,0.01,1,973,买盘
10:33:17,9.72,-0.01,535,520020,卖盘
10:33:20,9.71,-0.01,6,5826,卖盘
10:33:29,9.71,0.0,4,3884,卖盘
10:33:32,9.72,0.01,46,44712,买盘
10:33:47,9.71,-0.01,30,29130,卖盘
10:33:53,9.71,0.0,20,19420,卖盘
10:33:56,9.71,0.0,1,971,卖盘
10:34:02,9.71,0.0,3,2913,卖盘
10:34:05,9.72,0.01,2,1944,买盘
10:34:17,9.71,-0.01,2,1942,卖盘
10:34:35,9.71,0.0,1,971,卖盘
10:34:38,9.71,0.0,1,971,卖盘
10:34:44,9.72,0.01,2,1944,买盘
10:34:50,9.72,0.0,9,8744,买盘
10:34:56,9.72,0.0,4,3888,买盘
10:35:02,9.71,-0.01,52,50492,卖盘
10:35:08,9.71,0.0,6,5826,卖盘
10:35:14,9.71,0.0,30,29134,卖盘
10:35:20,9.72,0.01,1,972,买盘
10:35:23,9.72,0.0,10,9720,买盘
10:35:32,9.71,-0.01,28,27188,卖盘
10:35:53,9.71,0.0,12,11652,卖盘
10:35:56,9.71,0.0,5,4855,卖盘
10:36:02,9.71,0.0,4,3884,卖盘
10:36:05,9.71,0.0,20,19420,卖盘
10:36:08,9.71,0.0,1,971,卖盘
10:36:14,9.71,0.0,24,23318,卖盘
10:36:23,9.72,0.01,9,8743,买盘
10:36:26,9.72,0.0,9,8748,买盘
10:36:47,9.72,0.0,10,9720,买盘
10:36:53,9.71,-0.01,3,2913,卖盘
10:37:05,9.71,0.0,6,5826,卖盘
10:37:20,9.72,0.01,63,61236,买盘
10:37:23,9.72,0.0,45,43740,买盘
10:37:26,9.72,0.0,6,5832,买盘
10:37:29,9.71,-0.01,60,58260,卖盘
10:37:32,9.72,0.01,34,33048,买盘
10:37:44,9.72,0.0,30,29160,卖盘
10:37:50,9.74,0.02,147,143043,买盘
10:38:02,9.74,0.0,169,164484,买盘
10:38:17,9.73,-0.01,14,13622,卖盘
10:38:59,9.74,0.01,3,2922,买盘
10:39:02,9.73,-0.01,17,16541,卖盘
10:39:05,9.73,0.0,2,1946,卖盘
10:39:41,9.73,0.0,13,12649,卖盘
10:39:56,9.73,0.0,30,29190,卖盘
10:40:05,9.73,0.0,4,3892,卖盘
10:40:17,9.73,0.0,18,17514,卖盘
10:40:26,9.73,0.0,1,973,卖盘
10:41:14,9.73,0.0,19,18487,卖盘
10:41:35,9.73,0.0,1,973,卖盘
10:41:47,9.73,0.0,1,973,卖盘
10:41:50,9.73,0.0,20,19460,卖盘
10:42:05,9.73,0.0,13,12649,卖盘
10:42:11,9.73,0.0,8,7784,买盘
10:42:20,9.73,0.0,2,1946,买盘
10:42:23,9.73,0.0,1,973,买盘
10:42:35,9.73,0.0,10,9730,买盘
10:42:41,9.73,0.0,5,4865,买盘
10:42:44,9.73,0.0,1,973,买盘
10:42:47,9.72,-0.01,1,972,卖盘
10:42:56,9.72,0.0,30,29160,卖盘
10:42:59,9.72,0.0,29,28188,卖盘
10:43:08,9.72,0.0,5,4860,卖盘
10:43:29,9.73,0.01,52,50596,买盘
10:43:53,9.73,0.0,20,19460,买盘
10:44:05,9.73,0.0,33,32109,买盘
10:44:11,9.73,0.0,40,38920,买盘
10:44:17,9.73,0.0,156,151788,买盘
10:44:20,9.73,0.0,2,1946,卖盘
10:44:23,9.73,0.0,207,201518,卖盘
10:44:26,9.73,0.0,1,973,卖盘
10:45:38,9.73,0.0,20,19460,卖盘
10:45:41,9.73,0.0,10,9730,卖盘
10:46:23,9.73,0.0,24,23352,卖盘
10:46:29,9.74,0.01,102,99348,买盘
10:46:50,9.74,0.0,7,6818,卖盘
10:46:53,9.74,0.0,3,2922,买盘
10:46:59,9.74,0.0,10,9740,买盘
10:47:02,9.74,0.0,21,20454,买盘
10:47:14,9.74,0.0,30,29220,卖盘
10:47:23,9.75,0.01,13,12672,买盘
10:47:29,9.74,-0.01,190,185060,卖盘
10:47:32,9.74,0.0,3,2922,买盘
10:47:41,9.74,0.0,8,7792,买盘
10:47:47,9.74,0.0,1,974,卖盘
10:47:53,9.74,0.0,1,974,卖盘
10:48:11,9.74,0.0,9,8766,卖盘
10:48:14,9.74,0.0,1,974,卖盘
10:48:17,9.74,0.0,1,974,卖盘
10:48:26,9.74,0.0,4,3896,卖盘
10:49:05,9.74,0.0,1,974,卖盘
10:49:14,9.74,0.0,11,10714,卖盘
10:49:17,9.74,0.0,1,974,卖盘
10:49:20,9.74,0.0,1,974,卖盘
10:49:38,9.74,0.0,1,974,卖盘
10:49:56,9.74,0.0,20,19480,卖盘
10:50:20,9.75,0.01,180,175500,买盘
10:50:23,9.75,0.0,143,139425,买盘
10:50:26,9.75,0.0,327,318825,买盘
10:51:02,9.75,0.0,4,3900,卖盘
10:51:05,9.76,0.01,105,102480,买盘
10:51:23,9.76,0.0,150,146400,买盘
10:51:26,9.77,0.01,42,41034,买盘
10:51:35,9.77,0.0,3,2931,买盘
10:51:41,9.77,0.0,4,3908,买盘
10:52:08,9.77,0.0,114,111378,买盘
10:52:17,9.77,0.0,13,12701,卖盘
10:52:26,9.77,0.0,35,34195,卖盘
10:52:29,9.77,0.0,9,8793,卖盘
10:52:32,9.77,0.0,1,977,卖盘
10:52:35,9.77,0.0,1,977,卖盘
10:52:41,9.77,0.0,20,19540,卖盘
10:52:44,9.77,0.0,1,977,卖盘
10:52:50,9.77,0.0,34,33218,卖盘
10:52:53,9.78,0.01,20,19544,买盘
10:52:59,9.76,-0.02,15,14640,卖盘
10:53:08,9.77,0.01,39,38103,买盘
10:53:11,9.77,0.0,1,977,卖盘
10:53:20,9.77,0.0,78,76226,卖盘
10:53:23,9.77,0.0,12,11724,卖盘
10:53:44,9.78,0.01,137,133986,买盘
10:54:02,9.77,-0.01,11,10747,卖盘
10:54:14,9.77,0.0,20,19540,卖盘
10:54:17,9.77,0.0,11,10747,买盘
10:54:20,9.77,0.0,9,8793,买盘
10:54:26,9.77,0.0,49,47873,卖盘
10:54:29,9.78,0.01,45,44009,买盘
10:54:32,9.77,-0.01,5,4885,卖盘
10:54:35,9.77,0.0,11,10747,卖盘
10:55:02,9.78,0.01,45,44010,买盘
10:55:05,9.78,0.0,20,19560,买盘
10:55:08,9.78,0.0,3,2934,买盘
10:55:11,9.78,0.0,5,4890,买盘
10:55:17,9.78,0.0,11,10758,买盘
10:55:50,9.77,-0.01,2,1954,卖盘
10:55:53,9.78,0.01,1,978,买盘
10:56:02,9.77,-0.01,3,2931,卖盘
10:56:05,9.78,0.01,523,511494,买盘
10:56:08,9.79,0.01,114,111548,买盘
10:56:11,9.79,0.0,80,78320,买盘
10:56:17,9.79,0.0,20,19580,卖盘
10:56:20,9.8,0.01,30,29400,买盘
10:56:32,9.8,0.0,11,10780,买盘
10:56:35,9.8,0.0,23,22540,买盘
10:56:38,9.8,0.0,589,577220,买盘
10:56:41,9.8,0.0,43,42140,买盘
10:56:44,9.8,0.0,1,980,卖盘
10:56:47,9.8,0.0,20,19610,卖盘
10:56:50,9.8,0.0,3,2940,买盘
10:56:53,9.8,0.0,5,4900,卖盘
10:56:59,9.8,0.0,3,2940,买盘
10:57:11,9.8,0.0,50,49000,买盘
10:57:20,9.79,-0.01,41,40139,卖盘
10:57:23,9.79,0.0,1,979,卖盘
10:57:26,9.79,0.0,1,979,买盘
10:57:50,9.79,0.0,26,25454,买盘
10:58:05,9.79,0.0,206,201674,卖盘
10:58:08,9.78,-0.01,11,10758,卖盘
10:58:11,9.78,0.0,3,2934,中性盘
10:58:14,9.78,0.0,8,7824,买盘
10:58:23,9.78,0.0,3,2934,买盘
10:58:26,9.77,-0.01,3,2931,卖盘
10:58:32,9.77,0.0,41,40057,卖盘
10:58:44,9.77,0.0,23,22471,卖盘
10:58:47,9.77,0.0,1,977,卖盘
10:59:11,9.78,0.01,44,43032,买盘
10:59:14,9.77,-0.01,30,29310,卖盘
10:59:23,9.78,0.01,12,11736,买盘
10:59:32,9.77,-0.01,2,1954,卖盘
10:59:35,9.78,0.01,42,41075,买盘
10:59:41,9.78,0.0,25,24450,卖盘
10:59:44,9.79,0.01,51,49927,买盘
10:59:59,9.8,0.01,5,4900,买盘
11:00:05,9.8,0.0,2,1960,买盘
11:00:08,9.8,0.0,40,39200,买盘
11:00:11,9.78,-0.02,35,34230,卖盘
11:00:14,9.78,0.0,38,37164,买盘
11:00:35,9.77,-0.01,31,30290,卖盘
11:00:47,9.77,0.0,5,4885,卖盘
11:01:08,9.77,0.0,154,150328,买盘
11:01:11,9.77,0.0,21,20517,卖盘
11:01:14,9.77,0.0,2,1954,卖盘
11:01:23,9.77,0.0,9,8793,买盘
11:01:38,9.77,0.0,33,32241,买盘
11:01:41,9.77,0.0,3,2931,买盘
11:01:47,9.76,-0.01,154,150304,卖盘
11:01:50,9.76,0.0,1,976,卖盘
11:01:56,9.76,0.0,2,1952,卖盘
11:02:14,9.76,0.0,9,8784,卖盘
11:02:56,9.76,0.0,77,75152,卖盘
11:02:59,9.76,0.0,32,31232,卖盘
11:03:02,9.76,0.0,1,976,卖盘
11:03:05,9.76,0.0,15,14640,卖盘
11:03:11,9.76,0.0,20,19520,卖盘
11:03:17,9.77,0.01,2,1954,买盘
11:03:53,9.76,-0.01,2,1952,卖盘
11:04:05,9.76,0.0,2,1952,卖盘
11:04:50,9.77,0.01,1,977,买盘
11:04:56,9.75,-0.02,71,69274,卖盘
11:04:59,9.77,0.02,17,16609,买盘
11:05:02,9.75,-0.02,100,97504,卖盘
11:05:08,9.76,0.01,10,9760,买盘
11:05:23,9.76,0.0,1,976,买盘
11:05:29,9.76,0.0,3,2928,买盘
11:05:38,9.76,0.0,77,75152,买盘
11:05:41,9.75,-0.01,24,23404,卖盘
11:05:59,9.76,0.01,40,39040,买盘
11:06:02,9.75,-0.01,31,30225,卖盘
11:06:11,9.76,0.01,4,3904,买盘
11:06:14,9.76,0.0,67,65326,买盘
11:06:17,9.75,-0.01,45,43875,卖盘
11:06:20,9.75,0.0,1,975,卖盘
11:06:35,9.75,0.0,8,7800,卖盘
11:07:59,9.75,0.0,10,9750,卖盘
11:08:02,9.75,0.0,3,2925,卖盘
11:08:14,9.75,0.0,6,5850,卖盘
11:08:23,9.76,0.01,10,9760,买盘
11:09:17,9.76,0.0,4,3904,买盘
11:09:29,9.75,-0.01,1,975,卖盘
11:09:44,9.75,0.0,15,14625,卖盘
11:09:56,9.75,0.0,1,975,卖盘
11:10:59,9.75,0.0,20,19500,卖盘
11:11:35,9.76,0.01,71,69296,买盘
11:11:38,9.76,0.0,6,5856,卖盘
11:11:41,9.76,0.0,3,2928,卖盘
11:11:47,9.76,0.0,24,23424,卖盘
11:11:50,9.76,0.0,14,13664,买盘
11:11:53,9.76,0.0,1,976,买盘
11:12:05,9.76,0.0,10,9760,买盘
11:12:32,9.76,0.0,23,22448,买盘
11:12:38,9.76,0.0,16,15616,买盘
11:13:05,9.75,-0.01,2,1950,卖盘
11:13:11,9.75,0.0,1,975,卖盘
11:13:17,9.75,0.0,1,975,卖盘
11:13:26,9.75,0.0,248,241800,卖盘
11:13:32,9.74,-0.01,3,2922,卖盘
11:13:35,9.75,0.01,1,975,买盘
11:14:11,9.74,-0.01,33,32142,卖盘
11:14:14,9.75,0.01,1,975,买盘
11:14:23,9.75,0.0,10,9750,买盘
11:15:02,9.74,-0.01,214,208436,卖盘
11:15:14,9.73,-0.01,20,19460,卖盘
11:15:17,9.73,0.0,15,14595,卖盘
11:15:35,9.73,0.0,50,48650,卖盘
11:15:38,9.73,0.0,1,973,卖盘
11:15:41,9.73,0.0,26,25316,卖盘
11:16:05,9.74,0.01,10,9740,买盘
11:16:17,9.74,0.0,9,8765,买盘
11:16:38,9.73,-0.01,21,20433,卖盘
11:17:08,9.73,0.0,10,9730,卖盘
11:17:11,9.73,0.0,4,3892,卖盘
11:17:20,9.74,0.01,1,974,买盘
11:17:53,9.74,0.0,1,974,买盘
11:19:02,9.74,0.0,18,17532,买盘
11:19:11,9.74,0.0,48,46752,买盘
11:19:14,9.75,0.01,1,975,买盘
11:19:17,9.75,0.0,1,975,买盘
11:19:41,9.75,0.0,24,23400,买盘
11:19:44,9.75,0.0,13,12675,买盘
11:19:47,9.75,0.0,310,302250,买盘
11:20:08,9.75,0.0,39,38025,卖盘
11:20:11,9.75,0.0,1,975,卖盘
11:20:14,9.75,0.0,2,1950,卖盘
11:20:29,9.75,0.0,2,1950,卖盘
11:20:32,9.75,0.0,1,975,卖盘
11:20:47,9.75,0.0,57,55575,卖盘
11:21:08,9.75,0.0,11,10725,买盘
11:21:38,9.75,0.0,10,9750,买盘
11:21:53,9.74,-0.01,20,19480,卖盘
11:23:56,9.74,0.0,325,316550,卖盘
11:23:59,9.74,0.0,4,3897,卖盘
11:24:11,9.75,0.01,11,10722,买盘
11:24:26,9.75,0.0,618,601948,买盘
11:24:29,9.74,-0.01,4,3896,卖盘
11:24:44,9.74,0.0,3,2922,卖盘
11:24:53,9.74,0.0,10,9740,卖盘
11:25:14,9.74,0.0,11,10714,卖盘
11:25:26,9.74,0.0,39,37986,卖盘
11:25:47,9.75,0.01,1,975,买盘
11:25:53,9.75,0.0,47,45825,买盘
11:25:59,9.75,0.0,1,975,卖盘
11:26:02,9.75,0.0,1,975,卖盘
11:26:05,9.75,0.0,1,975,卖盘
11:26:17,9.75,0.0,18,17550,卖盘
11:26:20,9.74,-0.01,217,211523,卖盘
11:26:23,9.74,0.0,1,974,卖盘
11:26:41,9.75,0.01,55,53625,买盘
11:26:44,9.75,0.0,3,2925,卖盘
11:26:53,9.75,0.0,26,25350,卖盘
11:27:02,9.75,0.0,5,4875,卖盘
11:27:08,9.76,0.01,75,73200,买盘
11:27:11,9.77,0.01,1,977,买盘
11:27:14,9.77,0.0,3,2931,买盘
11:27:29,9.78,0.01,181,176881,买盘
11:27:32,9.79,0.01,74,72445,买盘
11:27:35,9.79,0.0,1,979,卖盘
11:27:41,9.8,0.01,4,3920,买盘
11:27:47,9.81,0.01,407,399010,买盘
11:27:50,9.83,0.02,161,158192,买盘
11:27:56,9.83,0.0,2,1966,卖盘
11:27:59,9.83,0.0,11,10814,中性盘
11:28:02,9.8,-0.03,42,41202,卖盘
11:28:05,9.82,0.02,1,982,买盘
11:28:08,9.82,0.0,19,18658,买盘
11:28:17,9.81,-0.01,1,981,卖盘
11:28:20,9.81,0.0,10,9810,买盘
11:28:23,9.81,0.0,94,92301,买盘
11:28:29,9.82,0.01,63,61863,买盘
11:28:35,9.82,0.0,31,30442,卖盘
11:28:41,9.82,0.0,57,55974,卖盘
11:28:47,9.82,0.0,14,13748,买盘
11:28:50,9.82,0.0,8,7856,买盘
11:28:53,9.81,-0.01,3,2943,卖盘
11:29:11,9.81,0.0,19,18639,卖盘
11:29:14,9.81,0.0,30,29430,卖盘
11:29:20,9.81,0.0,1,981,卖盘
11:29:26,9.82,0.01,6,5892,买盘
11:29:32,9.82,0.0,100,98200,买盘
11:29:35,9.83,0.01,10,9826,买盘
11:29:38,9.84,0.01,389,382565,买盘
11:29:44,9.85,0.01,15,14770,买盘
