序号,代码,名称,最新价,涨跌幅,接待机构数量,接待方式,接待人员,接待地点,接待日期,公告日期
133,301596,瑞迪智驱,159.01,14.33,3,"特定对象调研,现场参观",董事、董事会秘书、副总经理 刘兰,成都市双流区西航港大道中四段909号,2025-01-24,2025-01-24
134,688102,斯瑞新材,9.4,0.0,3,"特定对象调研,现场参观,现场","董事会秘书 徐润升,证券事务代表 王磊",公司会议室,2025-01-24,2025-01-24
135,000725,京东方A,4.51,-0.66,3,"特定对象调研,电话会议","证券事务代表 罗文捷,董事会秘书室工作人员 李柰",电话会议,2025-01-23,2025-01-24
136,600184,光电股份,11.25,4.36,3,"特定对象调研,现场参观","财务总监、董事会秘书 袁勇,证券事务代表、证券管理部部长 籍俊花,投关主管 柳放,韩倩玉",公司第二会议室,2025-01-23,2025-01-24
137,301413,安培龙,88.24,1.31,3,"特定对象调研,现场参观,网络会议","副总经理、董事会秘书 张延洪,证券事务代表、投资者关系经理 彭碧泳",公司会议室,2025-01-16,2025-01-24
138,600976,健民集团,42.64,-0.61,3,特定对象调研,"公司副董事长 许良,公司董事、总裁 汪俊,董事会秘书 周捷,证券事务代表 曹洪,证券事务助理 王淼",公司会议室及线上会议系统,2025-01-10,2025-01-24
139,002561,徐家汇,8.75,3.92,2,特定对象调研,"庞维聆,谢云晴,陆裔宸",公司会议室,2025-01-24,2025-01-24
140,301413,安培龙,88.24,1.31,2,"特定对象调研,现场参观,网络会议","副总经理、董事会秘书 张延洪,证券事务代表、投资者关系经理 彭碧泳",公司会议室,2025-01-23,2025-01-24
141,600163,中闽能源,5.35,-3.6,2,特定对象调研,"董事会秘书 纪志国,证券事务 赖琳",中闽能源股份有限公司会议室,2025-01-23,2025-01-24
142,301596,瑞迪智驱,159.01,14.33,2,"特定对象调研,现场参观",董事、董事会秘书、副总经理 刘兰,成都市双流区西航港大道中四段909号,2025-01-22,2025-01-24
143,301413,安培龙,88.24,1.31,2,"特定对象调研,现场参观,网络会议","副总经理、董事会秘书 张延洪,证券事务代表、投资者关系经理 彭碧泳",公司会议室,2025-01-21,2025-01-24
144,600976,健民集团,42.64,-0.61,2,特定对象调研,"公司副董事长 许良,公司董事、总裁 汪俊,董事会秘书 周捷,证券事务代表 曹洪,证券事务助理 王淼",公司会议室及线上会议系统,2025-01-15,2025-01-24
145,600976,健民集团,42.64,-0.61,2,特定对象调研,"公司副董事长 许良,公司董事、总裁 汪俊,董事会秘书 周捷,证券事务代表 曹洪,证券事务助理 王淼",公司会议室及线上会议系统,2025-01-09,2025-01-24
146,000030,富奥股份,5.37,-0.74,1,"特定对象调研,座谈","董事会秘书 李延军,研发中心副主任 李伟,预算分析主管 张嘉琳,综合事务主管 沈相君",富奥汽车零部件股份有限公司,2025-01-24,2025-01-24
147,002142,宁波银行,25.28,0.16,1,"特定对象调研,电话会议",公司投关团队,电话会议,2025-01-24,2025-01-24
148,000898,鞍钢股份,2.45,2.08,1,"特定对象调研,实地调研",鞍钢股份 高红宇,鞍山市,2025-01-23,2025-01-24
149,300902,国安达,18.3,1.44,1,电话会议,"董事长、总经理 洪伟艺,董事、副总经理、董事会秘书 洪清泉,高级顾问 连剑生",电话会议,2025-01-23,2025-01-24
150,600369,西南证券,4.55,0.44,1,"特定对象调研,现场调研","公司证券事务代表、董事会办公室主任,董事会办公室主任助理,投资者关系管理岗",公司38楼会议室,2025-01-23,2025-01-24
151,300080,易成新能,4.19,1.7,1,现场参观,"易成新能党委书记、董事长 杜永红,易成新能副总裁、董事会秘书 常兴华,易成新能副总裁 陈炯明,易成新能一级经济师 吕晓斌,易成新能副总经济师 裴津峰",河南郑州,2025-01-17,2025-01-24
152,688167,炬光科技,74.31,0.91,218,电话会议,"董事长、总经理 刘兴胜,董事会秘书、市场总监 张雪峰,董事、财务总监 叶一萍,并购相关业务的主要负责人",西安炬光科技股份有限公司(电话会议),2025-01-22,2025-01-23
153,003006,百亚股份,23.37,3.27,133,投资者电话会议,"营销总 曹业林,董事会秘书、财务总 张黎",电话会议,2025-01-22,2025-01-23
154,300806,斯迪克,18.17,7.07,64,电话,"董事长、总经理 金闯,董事、副总经理 杨比,董事、财务总监、董事会秘书 吴江,证券事务代表 金丹丹",线上,2025-01-22,2025-01-23
155,688181,八亿时空,31.7,1.18,35,特定对象调研,"副总经理、董事会秘书 薛秀媛,副总经理 蒋明远",线上及线下会议,2025-01-17,2025-01-23
156,002457,青龙管业,12.18,0.66,30,"线上交流,路演活动,电话交流","证券事务代表 王天骄,证券事务专员 陈雨琪",公司会议室,2025-01-23,2025-01-23
157,300153,科泰电源,16.49,0.92,20,"特定对象调研,现场参观",董事会秘书 徐坤,线上会议及上海市青浦区天辰路1633号,2025-01-22,2025-01-23
158,000970,中科三环,11.2,0.18,19,特定对象调研,"田文斌,包海林",北京(电话会议),2025-01-23,2025-01-23
159,300752,隆利科技,19.18,2.51,19,特定对象调研,"副总经理、董事会秘书 刘俊丽,证券事务代表 李姝涵",电话会议,2025-01-23,2025-01-23
160,300433,蓝思科技,27.66,0.66,17,"特定对象调研,现场参观","副总经理、董事会秘书 江南,证券事务代表 周天舒,证券投资部高级经理 李源",长沙县黄花镇漓湘东路319号蓝思科技办公大楼,2025-01-22,2025-01-23
161,000333,美的集团,73.01,-0.59,13,分析师会议,公司管理层,公司,2025-01-23,2025-01-23
162,688288,鸿泉物联,21.17,3.93,11,"特定对象调研,现场参观,电话会议",董事会秘书 章旭健,杭州,2025-01-17,2025-01-23
163,301185,鸥玛软件,19.52,3.66,9,特定对象调研,"董事会秘书、财务总监 马克,董事、副总经理 张华英,证券事务代表 张杉",公司会议室,2025-01-23,2025-01-23
164,002028,思源电气,77.19,-1.15,7,特定对象调研,董事会秘书、财务总监 杨哲嵘,公司会议室,2025-01-20,2025-01-23
165,000519,中兵红箭,15.16,5.13,6,"特定对象调研,现场参观,业绩说明会","董事会秘书、财务总监 赵德良,副总经理 刘乾坤,中南钻石有限公司总会计师 毕占勇,河南北方红阳机电有限公司副总经理 杨东,证券事务部部长、证券事务代表 王新华,民品发展部副部长 张国凯,证券事务部副部长 周颖,证券事务部 张怡",河南省南阳市仲景北路1669号中南钻石院内二楼会议室,2025-01-23,2025-01-23
166,002811,郑中设计,10.04,-1.47,6,特定对象调研,"副总经理、董事会秘书 王小颖,证券事务代表 梁欢欢",公司会议室,2025-01-23,2025-01-23
167,300451,创业慧康,5.94,20.0,6,投资者交流会,"董事长 张吕峥,董事、董事会秘书 胡燕",电话会议,2025-01-22,2025-01-23
168,688552,航天南湖,19.32,7.33,6,"特定对象调研,现场,电话会议","副总经理、董事会秘书 贺民,证券事务代表 肖小红",,2025-01-21,2025-01-23
169,688789,宏华数科,69.82,2.87,6,"特定对象调研,现场参观","董事会秘书 俞建利,证券事务代表 胡静",公司会议室,2025-01-18,2025-01-23
170,300537,广信材料,17.7,1.32,5,"特定对象调研,现场参观","董事会秘书 张启斌,董事 刘光耀",江西广臻2楼会议室、腾讯会议,2025-01-23,2025-01-23
171,002138,顺络电子,32.11,1.13,4,"特定对象调研,现场会议","董事会秘书 任怡,证券事务代表 张易弛",公司会议室,2025-01-22,2025-01-23
172,002273,水晶光电,23.32,0.0,4,"特定对象调研,线上及线下调研","副总经理、董事会秘书 韩莉,IR",,2025-01-21,2025-01-23
173,300515,三德科技,15.39,0.2,3,"特定对象调研,现场参观","副总经理、董事会秘书 唐芳东,法务专员 刘敏",公司会议室、产品体验中心,2025-01-23,2025-01-23
174,301361,众智科技,30.07,0.97,3,特定对象调研,"董事会秘书 邓艳峰,市场总监 姚关保,证券事务代表 孙哲","郑州高新区雪梅街28号,公司会议室",2025-01-22,2025-01-23
175,002966,苏州银行,7.6,-1.43,3,"特定对象调研,现场会议","董事会秘书 朱敏军,计划财务部总经理助理 沈若弢,风险管理部和董事会办公室相关人员",苏州银行总行12楼会议室,2025-01-21,2025-01-23
176,301600,慧翰股份,187.76,0.3,2,"特定对象调研,现场参观","冯静,潘敏涛,金少明",1#楼5层会议室(一),2025-01-22,2025-01-23
177,600664,哈药股份,3.91,2.09,2,分析师会议,"副总裁、财务负责人、董事会秘书 孟晓东,董事会办公室主任、证券事务代表 马昆宇",现场会议,2025-01-22,2025-01-23
178,600829,人民同泰,7.77,4.02,2,特定对象调研,"董事会秘书 王磊,董事会办公室工作人员 曲睿,杨雪晨",公司七楼会议室,2025-01-22,2025-01-23
179,000030,富奥股份,5.37,-0.74,1,"电话会议,线上电话会议","董事会秘书 李延军,研发中心副主任 李伟,财务控制部(董事会办公室)部长助理 刘畅,市场营销部(海外事业部)营销信息业务主任 冯沙,证券事务代表 刘岩",富奥汽车零部件股份有限公司,2025-01-23,2025-01-23
180,300179,四方达,10.08,2.34,1,特定对象调研,"董事会秘书 刘海兵,财务总监 李炎臻,证券事务代表 杨易硕",四方达,2025-01-23,2025-01-23
181,000985,大庆华科,20.42,7.02,1,视频会议,"董事会秘书 孟凡礼,证券事务代表 崔凤玲",视频会议,2025-01-22,2025-01-23
182,002003,伟星股份,13.94,-0.99,1,电话会议,谢瑾琨等,,2025-01-22,2025-01-23
183,002372,伟星新材,12.2,-0.08,1,特定对象调研,"谭梅,李晓明,章佳佳,陈银琼",公司会议室,2025-01-22,2025-01-23
184,002469,三维化学,7.6,0.53,1,特定对象调研,"董事会秘书 张军,证券事务代表 刘财,证券法务部 鲁湘怡",山东三维化学集团股份有限公司总部,2025-01-22,2025-01-23
185,002884,凌霄泵业,17.77,0.34,1,特定对象调研,"董事会秘书 刘子庚,证券事务代表 邱燕妃",线上交流,2025-01-22,2025-01-23
186,301368,丰立智能,64.58,-2.39,240,"特定对象调研,线上交流,线下交流",副总经理、董事会秘书 于玲娟,浙江丰立智能科技股份有限公司,2025-01-13,2025-01-22
187,300037,新宙邦,34.56,1.41,180,电话会议,"董事长 覃九三,董事会秘书 贺靖策",电话会议,2025-01-21,2025-01-22
188,000157,中联重科,7.09,0.57,50,"路演活动,线下","联席总裁 王永祥,助理总裁 任会礼,董事会秘书 陶兆波,农机营销总公司总经理 苏敏等",长沙,2025-01-20,2025-01-22
189,688707,振华新材,10.83,0.28,36,特定对象调研,"副总经理、董事会秘书 王敬,总会计师 刘进",线上,2025-01-20,2025-01-22
190,300124,汇川技术,68.28,-1.04,34,"特定对象调研,电话会议,券商策略会","董事、副总裁、董事会秘书 宋君恩,投资者关系总监 王兴苒,投资者关系经理 张键明","线上:电话会议,线下:深圳市龙华区观澜高新技术产业园汇川技术总部大厦、苏州市吴中区天鹅荡路汇川技术B区",2025-01-14,2025-01-22
191,688382,益方生物,13.14,-1.2,32,特定对象调研,董事会秘书 YUEHENG JIANG,公司会议室、线上会议,2025-01-09,2025-01-22
192,300986,志特新材,14.6,7.27,31,特定对象调研,董事会秘书 黄萍,电话会议、腾讯会议,2025-01-21,2025-01-22
193,688255,凯尔达,40.68,3.43,31,"特定对象调研,现场参观","董事长 侯润石(参加部分场次),董事、总经理 杨晓(参加部分场次),董事会秘书 陈显芽(参加部分场次),控股子公司杭州凯维力传感科技有限公司总经理 董林玺(参加部分场次)",线下会议室,2025-01-20,2025-01-22
194,002867,周大生,12.36,0.73,30,"特定对象调研,电话会议","董事会秘书、副总经理 何小林,证券事务代表 周晓达,荣欢",总部会议室、线上,2025-01-21,2025-01-22
195,832978,开特股份,19.83,1.95,30,特定对象调研,董事会秘书 李元志,进门财经网络平台,2025-01-21,2025-01-22
196,300435,中泰股份,12.22,2.69,27,特定对象调研,"董事会秘书 周娟萍,证券事务代表 凌诗轶",公司会议室——线上会议,2025-01-22,2025-01-22
197,300124,汇川技术,68.28,-1.04,25,"特定对象调研,电话会议,券商策略会","董事、副总裁、董事会秘书 宋君恩,投资者关系总监 王兴苒,投资者关系经理 张键明","线上:电话会议,线下:深圳市龙华区观澜高新技术产业园汇川技术总部大厦、苏州市吴中区天鹅荡路汇川技术B区",2025-01-08,2025-01-22
198,688322,奥比中光,59.1,-1.5,24,"现场参观,路演活动,电话会议","董事会秘书 靳尚,IR 张倍宁",,2025-01-21,2025-01-22
199,300124,汇川技术,68.28,-1.04,23,"特定对象调研,电话会议,券商策略会","董事、副总裁、董事会秘书 宋君恩,投资者关系总监 王兴苒,投资者关系经理 张键明","线上:电话会议,线下:深圳市龙华区观澜高新技术产业园汇川技术总部大厦、苏州市吴中区天鹅荡路汇川技术B区",2025-01-09,2025-01-22
200,600733,北汽蓝谷,9.13,4.34,18,"路演活动,分析师会议,现场参观","董事会秘书 赵冀,证券事务代表 董骁,资本市场管理主管 王亚楠",公司会议室,2025-01-22,2025-01-22
201,605056,咸亨国际,14.03,0.21,17,"券商策略会,电话会议","副总经理 张长瑞,财务总监 丁一彬,董事会秘书 叶兴波,证券事务代表 张满",公司办公室,2025-01-20,2025-01-22
202,688525,佰维存储,64.93,0.71,17,特定对象调研,"公司管理层,董办工作人员",佰维存储三楼会议室,2025-01-15,2025-01-22
203,600380,健康元,11.13,0.82,15,"特定对象调研,现场调研","董事会秘书 朱一帆,董事会办公室主任、证券事务代表 李洪涛,证券事务代表 罗逍,投资者关系经理 刘洋",线上接入、现场调研,2025-01-21,2025-01-22
204,603667,五洲新春,44.12,-5.12,14,现场参观,董事会秘书 彭耀辉,现场会议,2025-01-21,2025-01-22
205,300989,蕾奥规划,14.7,2.23,13,现场参观,"董事、副总经理、董事会秘书、财务总监 金铖,投资者关系管理专员 庄娟",深圳市福田区深圳国际创新中心C座21层公司展厅及会议室,2025-01-21,2025-01-22
206,003016,欣贺股份,7.4,2.78,12,电话会议,"董事会秘书、副总经理 朱晓峰,IR 田志航",公司会议室,2025-01-22,2025-01-22
207,300718,长盛轴承,68.0,-2.65,12,特定对象调研,"董事会秘书 何寅,证券事务代表 颜希勇",公司会议室,2025-01-22,2025-01-22
208,002127,南极电商,4.93,3.79,11,"特定对象调研,分析师会议,路演活动","董事、副总经理 陈虹宇,董事会秘书 朱星毓",电话会议、基金会议室,2025-01-19,2025-01-22
209,688059,华锐精密,49.04,3.24,10,特定对象调研,董事会秘书、财务总监 段艳兰,株洲市芦淞区创业二路68号,2025-01-21,2025-01-22
210,603667,五洲新春,44.12,-5.12,10,现场参观,董事会秘书 彭耀辉,现场会议,2025-01-17,2025-01-22
211,688368,晶丰明源,91.54,2.93,10,"特定对象调研,反路演活动",董事长、总经理 胡黎强,机构反路演、公司,2025-01-16,2025-01-22
212,688139,海尔生物,32.62,-0.58,9,"特定对象调研,电话会议,现场会议","董事会秘书 黄艳莉,证券事务代表 刘向青",,2025-01-21,2025-01-22
213,001206,依依股份,20.67,1.47,7,特定对象调研,"董事会秘书、财务总监 周丽娜,证券事务代表 张贝贝,证券事务专员 杨一木",天津市依依卫生用品股份有限公司会议室,2025-01-22,2025-01-22
214,300993,玉马科技,10.86,0.74,7,"电话采访,电话会议","副总经理、董事会秘书 杨金玉,证券事务代表 王云雪",公司会议室,2025-01-21,2025-01-22
215,300016,北陆药业,6.77,5.12,6,特定对象调研,证券事务代表 孙志芳,电话会议,2025-01-21,2025-01-22
216,688626,翔宇医疗,32.9,3.13,6,路演活动,董秘助理 史晓夏,上海凯宾斯基大酒店会议室,2025-01-08,2025-01-22
217,300358,楚天科技,7.11,2.45,4,"特定对象调研,现场参观","董事会秘书 黄玉婷,证券事务代表 周德伟",公司会议室,2025-01-22,2025-01-22
218,600380,健康元,11.13,0.82,4,"特定对象调研,现场调研","董事会秘书 朱一帆,董事会办公室主任、证券事务代表 李洪涛,证券事务代表 罗逍,投资者关系经理 刘洋",线上接入、现场调研,2025-01-16,2025-01-22
219,600380,健康元,11.13,0.82,4,"特定对象调研,线上接入","董事会秘书 朱一帆,董事会办公室主任、证券事务代表 李洪涛,证券事务代表 罗逍,投资者关系经理 刘洋",线上接入、现场调研,2025-01-15,2025-01-22
220,601677,明泰铝业,12.32,0.49,3,现场调研,,郑州市,2025-01-20,2025-01-22
221,600380,健康元,11.13,0.82,3,"特定对象调研,现场调研","董事会秘书 朱一帆,董事会办公室主任、证券事务代表 李洪涛,证券事务代表 罗逍,投资者关系经理 刘洋",线上接入、现场调研,2025-01-17,2025-01-22
222,300806,斯迪克,18.17,7.07,2,特定对象调研,"董事、财务总监、董事会秘书 吴江,证券事务代表 金丹丹",江苏省太仓市青岛西路11号,2025-01-22,2025-01-22
223,002132,恒星科技,2.83,1.43,2,"特定对象调研,现场参观","公司董事会秘书、副总经理 张召平,公司证券事务代表 谢建红",公司会议室,2025-01-21,2025-01-22
224,002859,洁美科技,20.07,-0.05,2,特定对象调研,"董事、董事会秘书 张君刚,投资者关系助理 李彦霖",浙江省杭州市拱墅区大关路100号绿地中央广场10幢24层会议室,2025-01-21,2025-01-22
225,300124,汇川技术,68.28,-1.04,2,"特定对象调研,电话会议,券商策略会,现场调研","董事、副总裁、董事会秘书 宋君恩,投资者关系总监 王兴苒,投资者关系经理 张键明","线上:电话会议,线下:深圳市龙华区观澜高新技术产业园汇川技术总部大厦、苏州市吴中区天鹅荡路汇川技术B区",2025-01-21,2025-01-22
226,301196,唯科科技,35.58,-0.14,2,"特定对象调研,现场参观,电话会议","董事会秘书、副总经理 罗建文,证券事务代表 魏贞",公司会议室,2025-01-21,2025-01-22
227,603711,香飘飘,14.83,2.77,2,"特定对象调研,现场","董事会秘书、财务总监 邹勇坚,证券事务代表 李菁颖",浙江省杭州市新天地商务中心望座西楼13楼,2025-01-20,2025-01-22
228,600380,健康元,11.13,0.82,2,"特定对象调研,线上接入","董事会秘书 朱一帆,董事会办公室主任、证券事务代表 李洪涛,证券事务代表 罗逍,投资者关系经理 刘洋",线上接入、现场调研,2025-01-14,2025-01-22
229,000338,潍柴动力,14.09,-0.14,1,特定对象调研,"王丽,李婷婷",公司科技大楼会议室,2025-01-22,2025-01-22
230,000521,长虹美菱,8.01,0.63,1,特定对象调研,"副总裁、董事会秘书 李霞,证券事务主管 肖莉",公司行政中心二号会议室,2025-01-22,2025-01-22
231,000598,兴蓉环境,7.08,-0.42,1,特定对象调研,"刘杰,梁一谷",成都市兴蓉环境股份有限公司,2025-01-22,2025-01-22
232,300124,汇川技术,68.28,-1.04,1,"特定对象调研,电话会议,券商策略会","董事、副总裁、董事会秘书 宋君恩,投资者关系总监 王兴苒,投资者关系经理 张键明","线上:电话会议,线下:深圳市龙华区观澜高新技术产业园汇川技术总部大厦、苏州市吴中区天鹅荡路汇川技术B区",2025-01-22,2025-01-22
233,001338,永顺泰,10.86,3.13,1,特定对象调研,"董事会秘书 温敏,证券事务代表 仝国明",广州经济技术开发区金华西街1号公司6楼会议室,2025-01-21,2025-01-22
234,002594,比亚迪,330.13,0.99,1,电话会议,"吴越,常恩铭",比亚迪六角大楼,2025-01-21,2025-01-22
235,300653,正海生物,21.12,2.52,1,特定对象调研,副总经理、财务总监、董事会秘书 赵丽,公司会议室,2025-01-21,2025-01-22
236,300848,美瑞新材,17.01,1.55,1,特定对象调研,"董事会秘书、财务总监 都英涛,证券事务代表 王越",公司办公楼会议室,2025-01-21,2025-01-22
237,603013,亚普股份,15.4,-0.96,1,特定对象调研,"朱磊,尤家康",腾讯会议,2025-01-21,2025-01-22
238,603075,热威股份,19.69,-0.05,1,特定对象调研,"董事、董事会秘书 张亮,证券事务代表 卞欢",杭州热威电热科技股份有限公司总部会议室,2025-01-21,2025-01-22
239,837663,明阳科技,17.32,1.05,1,特定对象调研,董事会秘书 郭成文,公司会议室,2025-01-21,2025-01-22
240,001270,铖昌科技,30.52,6.9,115,电话会议,"董事长 罗珊珊,总经理、董事 王立平,财务总监、副总经理、董事 张宏伟,副总经理、董事会秘书 赵小婷,证券事务代表 朱峻瑶",会议室,2025-01-20,2025-01-21
241,002436,兴森科技,11.97,3.19,93,线上会议,"副总经理、董事会秘书 蒋威,证券投资部 陈小曼,陈卓璜",,2025-01-21,2025-01-21
242,832522,纳科诺尔,52.45,5.75,73,特定对象调研,"副总经理 李志刚,董事会秘书 吴民强",进门财经APP,2025-01-17,2025-01-21
243,002439,启明星辰,17.96,5.15,56,"业绩说明会,在线会议","张媛,潘柱廷",公司会议室,2025-01-20,2025-01-21
244,002036,联创电子,12.29,10.03,46,路演活动,副总裁、董事会秘书 卢国清,联创电子投资者关系管理部,2025-01-21,2025-01-21
245,601229,上海银行,9.1,-0.76,45,"特定对象调研,现场调研,线上调研",董事会办公室、公司业务部、零售业务部、金融市场部、计划财务部、风险管理部、授信管理部等相关部门负责人员,上银金融大厦会议室,2025-01-13,2025-01-21
246,000028,国药一致,26.35,1.35,44,"分析师会议,电话会议","董事长 吴壹建,总经理 李进雄,财务总监 谷国林,董事会秘书 李川,国大药房经营管理负责人 仲向军",总部会议室/电话会议,2025-01-20,2025-01-21
247,835640,富士达,25.76,1.82,41,特定对象调研,公司副总经理、董事会秘书 鲁军仓,线上交流会,2025-01-20,2025-01-21
248,001267,汇绿生态,9.24,-0.96,39,电话会议,"汇绿生态董事会秘书 严琦,汇绿生态董事、钧恒科技董事长 彭开盛",公司会议室,2025-01-20,2025-01-21
249,605488,福莱新材,34.36,-0.95,16,"特定对象调研,现场参观","副总经理、财务负责人、董事会秘书 毕立林,证券事务代表 叶婷婷",公司会议室,2025-01-21,2025-01-21
250,688109,品茗科技,29.6,8.58,13,"特定对象调研,电话",副总经理、董秘 高志鹏,电话调研,2025-01-21,2025-01-21
251,301458,钧崴电子,36.0,-0.25,11,特定对象调研,"董事长、总经理 颜睿志,董事、副总经理 翁文星,董事会秘书、财务总监 张照欣",公司会议室,2025-01-21,2025-01-21
252,002920,德赛西威,130.0,-2.68,11,"特定对象调研,现场,电话",证券事务代表 林洵沛,惠州市德赛西威汽车电子股份有限公司,2025-01-17,2025-01-21
253,688253,英诺特,32.17,7.05,11,路演活动,"董事会秘书 陈富康,证券事务代表 何裕恒",公司会议室、线上会议,2025-01-17,2025-01-21
254,688521,芯原股份,60.05,2.13,10,"电话会议,线上会议","公司董事长、总裁 WAYNE WEI-MING DAI(戴伟民),公司董事、CFO、董事会秘书 施文茜",,2025-01-20,2025-01-21
255,831832,科达自控,29.4,3.89,10,分析师会议,"董事长 付国军,董事会秘书 任建英",线上会议,2025-01-20,2025-01-21
256,300188,国投智能,15.67,4.96,9,其他,"国投集团特级专家、国投智能人工智能研究院院长 赵建强,副总经理、董事会秘书 高碧梅",厦门市软件园二期观日路12号国投智能大厦,2025-01-21,2025-01-21
257,300926,博俊科技,25.17,-1.95,9,特定对象调研,"董事会秘书 周后高,证券事务代表 陈伦",博俊科技五楼会议室,2025-01-21,2025-01-21
258,000551,创元科技,12.12,-0.16,6,特定对象调研,"董事会秘书、副总经理 周微微,董秘处总经理、证券事务代表 陆枢壕,董秘处科员 魏雨雁",会议室,2025-01-21,2025-01-21
259,300945,曼卡龙,11.45,2.14,6,电话会议,副总经理、董事会秘书 许恬,电话会议,2025-01-21,2025-01-21
260,600628,新世界,8.12,3.31,6,"走进新世界(600628),机构调研交流活动,现场交流,调研参观","公司副董事长、总经理 沈为民,公司副总经理、董事会秘书 李蔚,公司董办相关人员",上海新世界城,2025-01-14,2025-01-21
261,002966,苏州银行,7.6,-1.43,4,"特定对象调研,现场会议","董事会秘书 朱敏军,计划财务部总经理助理 沈若弢,风险管理部和董事会办公室相关人员",苏州银行总行12楼会议室,2025-01-17,2025-01-21
