序号,代码,名称,最近上榜日,收盘价,涨跌幅,上榜次数,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜总成交额,买方机构次数,卖方机构次数,机构买入净额,机构买入总额,机构卖出总额,近1个月涨跌幅,近3个月涨跌幅,近6个月涨跌幅,近1年涨跌幅
221,002837,英维克,2025-02-17,44.11,10.0,2,6095893.03999996,721811723.85,715715830.81,1437527554.66,8,6,175992824.93,293037228.74,117044403.81,14.39315353,33.02171291,106.12149533,164.51705983
222,300244,迪安诊断,2025-02-17,19.82,9.2613,2,167406587.53,875816059.18,708409471.65,1584225530.83,3,4,60733286.75,175424158.45,114690871.7,85.40692236,51.7611026,70.74163054,7.67799287
223,300816,艾可蓝,2025-02-17,38.21,0.5791,2,-69151984.31,131972568.6,201124552.91,333097121.51,2,2,-22739022.9,22336262.0,45075284.9,68.40017629,57.15543067,107.77925161,159.05675455
224,301230,泓博医药,2025-02-17,44.33,20.0054,2,-76947900.9,218532916.88,295480817.78,514013734.66,6,7,-71713142.54,97022504.54,168735647.08,83.10615448,60.38350217,96.3863993,132.43411312
225,301602,超研股份,2025-02-17,31.14,14.823,2,-39621972.77,313788667.78,353410640.55,667199308.33,8,8,-61554475.03,157305607.39,218860082.42,364.7761194,364.7761194,364.7761194,364.7761194
226,600539,狮头股份,2025-02-17,9.46,0.5313,2,-2761772.0,61701622.0,64463394.0,126165016.0,0,0,0.0,0.0,0.0,7.37797957,30.84370678,152.26666667,145.71428571
227,603103,横店影视,2025-02-17,15.12,-10.0,2,-5216560.7,97827719.03,103044279.73,200871998.76,0,0,0.0,0.0,0.0,15.68477429,9.96363636,23.67630608,6.06960973
228,688246,嘉和美康,2025-02-17,39.9,12.2679,2,-58632282.12,143897127.92,202529410.04,346426537.96,2,3,-67500875.37,44000005.09,111500880.46,81.1166591,33.04434812,112.57325519,76.94013304
229,688315,诺禾致源,2025-02-17,19.33,13.0409,2,-31764943.05,180777209.46,212542152.51,393319361.97,4,2,-15848250.86,77434853.01,93283103.87,66.20808255,48.12260536,83.57075024,19.4085621
230,688358,祥生医疗,2025-02-17,38.6,13.2297,2,-47169113.59,75206487.17,122375600.76,197582087.93,2,3,-30106480.44,17899794.75,48006275.19,62.66329541,47.32824427,56.84681024,43.32450399
231,688788,科思科技,2025-02-17,47.99,20.005,2,45066811.78,118132915.3,73066103.52,191199018.82,0,0,0.0,0.0,0.0,47.29895641,48.62186435,111.68945743,98.22387443
232,300454,深信服,2025-02-14,105.59,20.0023,2,-187985416.56,1168570819.31,1356556235.87,2525127055.18,5,6,-151374502.72,414893337.4,566267840.12,99.98106061,46.14532872,121.82773109,81.49824739
233,600588,用友网络,2025-02-14,18.3,5.1724,2,200193150.65,1854552777.52,1654359626.87,3508912404.39,1,1,107150849.46,244635365.79,137484516.33,84.84848485,30.62098501,108.19112628,60.66725198
234,603366,日出东方,2025-02-14,13.15,-8.4899,2,-29066962.08,395431839.18,424498801.26,819930640.44,0,0,0.0,0.0,0.0,24.40870388,64.78696742,249.73404255,212.28620705
235,000156,华数传媒,2025-02-13,9.43,1.1803,2,-115119207.01,280002014.28,395121221.29,675123235.57,1,1,13339853.0,20300864.0,6961011.0,43.96946565,22.15025907,56.3394743,36.85178073
236,002484,江海股份,2025-02-13,22.38,-7.9012,2,80448245.1600001,1024533947.71,944085702.55,1968619650.26,6,5,155681845.85,358491655.2,202809809.35,2.09854015,37.46928747,80.77544426,49.46983499
237,002649,博彦科技,2025-02-13,16.94,10.0,2,11424369.14,548678274.24,537253905.1,1085932179.34,2,2,7132730.90000001,74535672.0,67402941.1,59.06103286,32.44722439,126.47058824,81.32036695
238,300688,创业黑马,2025-02-13,37.86,-5.586,2,-40402720.4,414362768.8,454765489.2,869128258.0,0,0,0.0,0.0,0.0,40.69119287,19.65865992,64.2516269,90.15570065
239,600580,卧龙电驱,2025-02-13,25.38,-9.2924,2,89465578.42,1861267209.27,1771801630.85,3633068840.12,0,1,-84518417.22,0.0,84518417.22,50.35545024,59.72309629,125.19964508,144.2401533
240,688168,安博通,2025-02-13,63.52,3.7908,2,30588493.89,244771025.88,214182531.99,458953557.87,0,0,0.0,0.0,0.0,54.09995148,29.47411333,150.86887836,177.14237765
241,870299,灿能电力,2025-02-13,13.06,-9.8066,2,-18339571.1,41993404.67,60332975.77,102326380.44,0,1,-3553028.07,0.0,3553028.07,31.25628141,-12.17215871,112.81303265,117.21747426
242,603068,博通集成,2025-02-12,40.88,2.2511,2,128271677.0,268119766.0,139848089.0,407967855.0,0,0,0.0,0.0,0.0,22.24880383,34.03278689,101.28358832,130.62092618
243,688229,博睿数据,2025-02-12,61.17,15.6333,2,56840295.47,114736491.38,57896195.91,172632687.29,2,0,39064735.09,39064735.09,0.0,66.76663032,26.80348259,132.49714937,146.15694165
244,000584,*ST工智,2025-02-11,2.91,5.0542,2,-14702632.95,36509134.0,51211766.95,87720900.95,0,0,0.0,0.0,0.0,-7.61904762,-7.61904762,72.18934911,35.34883721
245,000972,中基健康,2025-02-11,3.37,-7.6712,2,-15026616.74,51861974.0,66888590.74,118750564.74,3,4,-5720139.74,15493405.0,21213544.74,22.99270073,4.33436533,30.11583012,-18.2038835
246,001395,亚联机械,2025-02-11,40.68,-4.6637,2,52098519.5,126432631.38,74334111.88,200766743.26,2,2,-3437348.35,6135702.38,9573050.73,113.20754717,113.20754717,113.20754717,113.20754717
247,301220,亚香股份,2025-02-11,70.03,19.9966,2,-15247043.02,277463569.62,292710612.64,570174182.26,7,7,-51004638.52,157061654.12,208066292.64,92.39010989,127.5918102,171.75009701,170.50163509
248,301551,无线传媒,2025-02-11,68.75,11.0304,2,-58533477.94,205339539.22,263873017.16,469212556.38,2,2,-38260034.0,27181200.0,65441234.0,41.46090535,2.08878607,632.32413241,632.32413241
249,600255,鑫科材料,2025-02-11,4.22,5.7644,2,-245582259.46,372077821.98,617660081.44,989737903.42,0,0,0.0,0.0,0.0,22.31884058,70.85020243,135.75418994,167.08860759
250,000532,华金资本,2025-02-10,18.98,2.5392,2,138547996.12,285172370.02,146624373.9,431796743.92,2,4,70507148.01,95303181.91,24796033.9,52.57234727,29.11564626,61.94539249,96.69366096
251,002718,友邦吊顶,2025-02-10,14.58,-7.9545,2,-44781464.22,45014898.39,89796362.61,134811261.0,0,0,0.0,0.0,0.0,17.39130435,14.62264151,46.82779456,51.7404525
252,300057,万顺新材,2025-02-10,6.3,12.7013,2,-91305185.21,148322401.41,239627586.62,387949988.03,0,0,0.0,0.0,0.0,36.65943601,3.44827586,62.37113402,45.83333333
253,301208,中亦科技,2025-02-10,42.3,-2.0607,2,-48855391.1,216174666.3,265030057.4,481204723.7,5,5,-22662006.4,37802440.0,60464446.4,36.36363636,6.92618807,67.25978648,102.6223292
254,603150,万朗磁塑,2025-02-10,33.4,3.2777,2,-51403055.2,143329584.3,194732639.5,338062223.8,3,0,36565351.3,36565351.3,0.0,30.3160359,17.81305115,35.93813594,39.92459154
255,000802,北京文化,2025-02-07,5.85,-1.0152,2,-64792869.6,64705740.0,129498609.6,194204349.6,2,2,-12968172.0,9735166.0,22703338.0,-18.18181818,-15.2173913,16.30218688,9.34579439
256,300253,卫宁健康,2025-02-07,9.26,16.1857,2,337783217.93,881602665.2,543819447.27,1425422112.47,5,4,168556246.4,256071935.89,87515689.49,42.68104777,19.63824289,66.84684685,52.55518359
257,603280,南方路机,2025-02-07,23.43,-3.8572,2,-12359194.62,57909632.36,70268826.98,128178459.34,0,0,0.0,0.0,0.0,17.97583082,11.83770883,26.44360496,44.40198959
258,605299,舒华体育,2025-02-07,10.35,9.9894,2,75597999.23,164697441.33,89099442.1,253796883.43,1,0,51450279.33,51450279.33,0.0,22.4852071,34.41558442,34.24124514,63.73422711
259,688486,龙迅股份,2025-02-07,124.0,15.5746,2,185354873.25,370097068.49,184742195.24,554839263.73,6,2,259196636.98,308331784.31,49135147.33,70.16604913,112.72945617,149.59742351,138.70176613
260,688023,安恒信息,2025-02-06,62.54,19.9923,2,-16727124.58,228324965.09,245052089.67,473377054.76,1,3,-60780531.37,102603980.93,163384512.3,61.4768913,30.29166667,122.56227758,51.69014994
261,688583,思看科技,2025-02-06,106.21,7.8603,2,108038651.38,249441975.22,141403323.84,390845299.06,3,0,88246061.91,88246061.91,0.0,217.4237896,217.4237896,217.4237896,217.4237896
262,002130,沃尔核材,2025-02-05,22.98,-9.9882,2,-3173252.54999995,883790887.62,886964140.17,1770755027.79,6,8,-53384997.64,228378476.62,281763474.26,-3.07886968,14.21471173,36.94874851,321.53502695
263,002917,金奥博,2025-02-05,14.9,-10.0242,2,-217549357.9,132389871.7,349939229.6,482329101.3,0,0,0.0,0.0,0.0,55.53235908,63.19824754,77.59237187,112.28527196
264,300624,万兴科技,2025-02-05,82.15,19.9971,2,288337339.21,1017286208.87,728948869.66,1746235078.53,4,2,148670619.08,274498636.42,125828017.34,42.79506345,43.71938418,74.1942324,44.1438437
265,300996,普联软件,2025-02-05,27.17,-0.8756,2,-15850782.18,250198999.27,266049781.45,516248780.72,3,3,-12641245.81,32692480.0,45333725.81,64.76652517,42.02822791,74.3902439,104.2653586
266,600261,阳光照明,2025-02-05,3.91,10.1408,2,-30944890.5,35519860.0,66464750.5,101984610.5,0,3,-27731578.5,0.0,27731578.5,19.20731707,26.53721683,43.75,52.55041399
267,600807,济高发展,2025-02-05,3.1,9.9291,2,6565366.0,55129106.0,48563740.0,103692846.0,0,0,0.0,0.0,0.0,9.15492958,-27.57009346,11.11111111,15.67164179
268,688228,开普云,2025-02-05,59.08,20.0081,2,49175251.38,138765554.8,89590303.42,228355858.22,0,0,0.0,0.0,0.0,44.09756098,52.62206148,69.28366762,52.59640075
269,001389,广合科技,2025-02-26,64.68,8.251,1,-401596.939999998,122882358.06,123283955.0,246166313.06,0,2,-18692432.0,0.0,18692432.0,5.13654096,58.84086444,80.31781433,273.16814559
270,002152,广电运通,2025-02-26,15.73,10.0,1,189772021.11,450430438.04,260658416.93,711088854.97,2,2,-30214846.98,25290203.0,55505049.98,38.59030837,32.18487395,68.77682403,46.32806883
271,002173,创新医疗,2025-02-26,10.11,-6.8203,1,-33582125.73,60381583.4,93963709.13,154345292.53,4,4,-42155106.73,32809860.4,74964967.13,21.80722892,20.64439141,72.52559727,11.46637266
272,002402,和而泰,2025-02-26,23.08,10.0095,1,344720637.41,594025503.41,249304866.0,843330369.41,1,1,7798566.0,32794361.0,24995795.0,26.53508772,17.45547074,150.32537961,92.56104824
273,002824,和胜股份,2025-02-26,20.73,8.0813,1,-5327428.79999998,189493085.11,194820513.91,384313599.02,1,1,2687768.32,19564430.3,16876661.98,37.9241517,10.85561497,59.83037779,47.79748425
274,200761,本钢板B,2025-02-26,1.42,8.3969,1,269061.03,1749457.55,1480396.52,3229854.07,0,0,0.0,0.0,0.0,1.42857143,2.89855072,7.57575758,-0.6993007
275,300031,宝通科技,2025-02-26,31.45,19.9924,1,239467973.8,330995525.0,91527551.2,422523076.2,0,1,-15522556.35,0.0,15522556.35,69.26803014,43.34548769,117.79778393,109.29556007
276,300214,日科化学,2025-02-26,8.39,20.0286,1,-5760385.39000002,141246364.95,147006750.34,288253115.29,1,1,-6969949.0,8072212.0,15042161.0,48.49557522,37.76683087,68.81287726,65.77041976
277,300328,宜安科技,2025-02-26,11.45,9.8848,1,105793974.75,426493505.13,320699530.38,747193035.51,5,5,161450169.19,390196978.13,228746808.94,43.125,44.75347661,85.27508091,119.7696737
278,300421,力星股份,2025-02-26,17.8,20.027,1,-13728939.57,158856196.16,172585135.73,331441331.89,3,3,38245707.79,75298846.12,37053138.33,38.09154383,51.23194562,100.45045045,98.56200946
279,600076,康欣新材,2025-02-26,2.26,10.2439,1,13062910.15,27602579.15,14539669.0,42142248.15,0,0,0.0,0.0,0.0,18.94736842,0.89285714,64.96350365,11.33004926
280,600782,新钢股份,2025-02-26,4.15,10.0796,1,44133420.53,164472525.0,120339104.47,284811629.47,3,1,79975995.0,93253803.0,13277808.0,15.92178771,8.07291667,37.87375415,18.5576383
281,603118,共进股份,2025-02-26,13.31,6.6506,1,21281837.8,453301915.17,432020077.37,885321992.54,1,0,87284379.05,87284379.05,0.0,30.10752688,65.13647643,89.0625,71.79642957
282,603626,科森科技,2025-02-26,10.52,10.0418,1,671256.400000006,116694950.4,116023694.0,232718644.4,0,0,0.0,0.0,0.0,38.42105263,14.9726776,106.67976424,86.63964331
283,603949,雪龙集团,2025-02-26,15.73,10.0,1,15312414.2,53770254.2,38457840.0,92228094.2,0,0,0.0,0.0,0.0,28.72340426,16.69139466,69.50431034,13.39601951
284,688191,智洋创新,2025-02-26,27.08,17.4837,1,-14357596.33,41090318.86,55447915.19,96538234.05,0,1,-16086891.07,0.0,16086891.07,38.16326531,46.4639883,82.00304428,107.01089893
285,688198,佰仁医疗,2025-02-26,121.89,16.0305,1,-4978297.13,25473411.72,30451708.85,55925120.57,1,0,4602092.57,4602092.57,0.0,19.23114546,3.73617021,25.4399506,-0.89301244
286,688314,康拓医疗,2025-02-26,32.9,16.1723,1,6858824.68,25379765.04,18520940.36,43900705.4,1,1,2248993.78,9185581.42,6936587.64,10.58823529,14.55652929,55.0134956,47.29407246
287,688521,芯原股份,2025-02-26,80.06,13.239,1,346348090.37,1205104666.93,858756576.56,2063861243.49,4,1,709389396.95,809170841.79,99781444.84,52.8737827,63.7888707,197.06864564,108.43530331
288,688691,灿芯股份,2025-02-26,99.84,20.0,1,145036967.08,251444777.78,106407810.7,357852588.48,4,0,160985156.56,160985156.56,0.0,32.87197232,38.70519589,148.29644367,407.40207532
289,688709,成都华微,2025-02-26,35.57,20.0067,1,156688411.0,241363375.94,84674964.94,326038340.88,2,1,69604396.37,84262647.38,14658251.01,30.82015447,46.86209744,128.59897172,58.2672889
290,838810,春光药装,2025-02-26,15.84,29.9426,1,-9665364.49,27329782.57,36995147.06,64324929.63,0,0,0.0,0.0,0.0,85.26315789,31.45228216,170.30716724,108.4433698
291,900940,大名城B,2025-02-26,0.229,10.0962,1,20311.04,101798.09,81487.05,183285.14,0,0,0.0,0.0,0.0,-1.29310345,-12.92775665,18.06607957,0.76329204
292,000488,ST晨鸣,2025-02-25,2.13,-4.9107,1,-722491.0,3014665.0,3737156.0,6751821.0,3,2,347296.0,1890900.0,1543604.0,-15.81027668,-32.80757098,-38.6167147,-39.48863636
293,000622,*ST恒立,2025-02-25,2.45,5.1502,1,3309759.0,14804396.0,11494637.0,26299033.0,1,1,1030760.0,1803829.0,773069.0,1.23966942,8.40707965,25.64102564,-20.45454545
294,000801,四川九洲,2025-02-25,18.56,10.0178,1,318208325.51,468301630.75,150093305.24,618394935.99,1,1,62942067.0,65759223.0,2817156.0,32.38231098,-4.72279261,109.00900901,115.42278225
295,000851,ST高鸿,2025-02-25,2.51,-4.9242,1,-55513450.73,22076369.74,77589820.47,99666190.21,1,1,-495576.86,4130515.14,4626092.0,-10.03584229,-33.94736842,8.18965517,-47.59916493
296,000887,中鼎股份,2025-02-25,22.32,6.6922,1,136712722.79,980305191.05,843592468.26,1823897659.31,3,2,94705010.56,253460036.22,158755025.66,51.01488498,77.56563246,108.98876404,110.65373661
297,002034,旺能环境,2025-02-25,17.91,8.5455,1,8074343.13999999,155914155.92,147839812.78,303753968.7,1,3,-29470230.76,22667654.94,52137885.7,21.42372881,19.71925134,38.03202915,33.65307813
298,002080,中材科技,2025-02-25,15.2,3.6835,1,332503758.38,602316986.08,269813227.7,872130213.78,3,2,179567801.95,266043934.15,86476132.2,24.08163265,18.75,56.05749487,6.97262968
299,002883,中设股份,2025-02-25,11.83,-4.0552,1,-38814913.03,42041282.0,80856195.03,122897477.03,0,0,0.0,0.0,0.0,13.20574163,13.31417625,43.39393939,23.97295858
300,200488,ST晨鸣B,2025-02-25,0.67,-4.2857,1,-19108.0,105939.0,125047.0,230986.0,0,0,0.0,0.0,0.0,-25.55555556,-34.95145631,-49.24242424,-50.0
301,300134,大富科技,2025-02-25,15.38,19.9688,1,25915596.51,170246747.0,144331150.49,314577897.49,0,0,0.0,0.0,0.0,34.9122807,15.98793363,118.46590909,79.04540163
302,300488,恒锋工具,2025-02-25,50.65,19.9953,1,34543326.68,93839331.96,59296005.28,153135337.24,3,3,5224334.46,38382235.53,33157901.07,64.02202073,113.18955009,173.08188785,151.56619154
303,300508,维宏股份,2025-02-25,37.54,20.0128,1,33212587.36,59397165.36,26184578.0,85581743.36,1,1,-3486779.0,306559.0,3793338.0,32.88495575,34.26323319,91.33537207,82.67847469
304,300895,铜牛信息,2025-02-25,53.27,11.8648,1,135561667.46,313036692.77,177475025.31,490511718.08,3,3,28443611.07,136730315.49,108286704.42,72.28331177,58.49449569,117.33986128,61.18003026
305,301090,华润材料,2025-02-25,8.36,19.9426,1,22008578.83,52640266.83,30631688.0,83271954.83,1,1,-2920947.0,132004.0,3052951.0,26.85887709,9.42408377,54.52865065,-14.04975386
306,301210,金杨股份,2025-02-25,65.4,11.8331,1,-1431516.53999999,184148415.09,185579931.63,369728346.72,5,5,-16645347.36,155533725.01,172179072.37,58.39186244,96.96902823,163.41167448,110.40665278
307,600302,标准股份,2025-02-25,6.04,10.0182,1,22209727.4,39854363.0,17644635.6,57498998.6,0,0,0.0,0.0,0.0,27.69556025,16.37764933,78.17109145,46.95863747
308,600360,ST华微,2025-02-25,5.26,3.5433,1,-16796490.56,47312697.44,64109188.0,111421885.44,0,0,0.0,0.0,0.0,8.45360825,10.27253669,59.87841945,-14.65354675
309,600810,神马股份,2025-02-25,8.31,10.0662,1,1985128.84,60489159.3,58504030.46,118993189.76,0,0,0.0,0.0,0.0,11.09625668,11.54362416,42.78350515,34.50696051
310,600841,动力新科,2025-02-25,5.99,8.5145,1,17901245.65,80925385.86,63024140.21,143949526.07,0,0,0.0,0.0,0.0,30.7860262,13.66223909,64.56043956,41.27358491
311,603085,天成自控,2025-02-25,14.37,10.0306,1,2642971.27,83206881.27,80563910.0,163770791.27,1,0,15956979.0,15956979.0,0.0,34.29906542,58.43439912,94.45196211,92.36947791
312,603389,亚振家居,2025-02-25,6.45,10.0683,1,19701257.0,27251702.0,7550445.0,34802147.0,0,0,0.0,0.0,0.0,30.831643,-4.44444444,16.00719424,48.27586207
313,603559,*ST通脉,2025-02-25,8.99,3.2147,1,-11300626.14,21509013.76,32809639.9,54318653.66,0,0,0.0,0.0,0.0,27.69886364,4.96991886,111.64666567,124.80604385
314,603629,利通电子,2025-02-25,26.38,-8.1156,1,-32738141.24,40714063.0,73452204.24,114166267.24,0,1,-23339110.24,0.0,23339110.24,20.78754579,54.63071512,69.64630225,15.7754893
315,603721,中广天择,2025-02-25,30.3,-9.6332,1,-10840895.0,26795968.0,37636863.0,64432831.0,0,1,-8845030.0,0.0,8845030.0,12.09766926,14.25339367,56.18556701,24.38423645
316,605208,永茂泰,2025-02-25,10.19,10.0432,1,7358465.61999999,126002048.8,118643583.18,244645631.98,0,0,0.0,0.0,0.0,37.14670256,35.68575233,71.8381113,53.72264444
317,688182,灿勤科技,2025-02-25,24.32,19.9803,1,18287821.72,108609919.67,90322097.95,198932017.62,1,1,-13954596.86,22154571.55,36109168.41,34.51327434,26.73267327,120.68965517,72.11657993
318,688449,联芸科技,2025-02-25,57.0,5.2826,1,163418178.34,284298196.06,120880017.72,405178213.78,1,0,162302363.55,162302363.55,0.0,31.42725386,406.66666667,406.66666667,406.66666667
319,688758,赛分科技,2025-02-25,16.9,8.0563,1,22199359.31,52946506.88,30747147.57,83693654.45,1,0,28194350.1,28194350.1,0.0,11.33069829,291.2037037,291.2037037,291.2037037
320,001309,德明利,2025-02-24,147.15,10.0022,1,-28947777.73,262288578.02,291236355.75,553524933.77,1,1,20494533.2,26009789.6,5515256.4,58.39612487,92.27753822,109.31721195,144.82890735
321,002085,万丰奥威,2025-02-24,21.42,10.0154,1,645640547.22,1071621739.61,425981192.39,1497602932.0,1,1,-25652835.46,41532278.0,67185113.46,24.3902439,8.07265388,87.89473684,225.36105955
322,002387,维信诺,2025-02-24,12.17,6.3811,1,44951365.02,124145020.95,79193655.93,203338676.88,0,0,0.0,0.0,0.0,33.29682366,6.94200351,104.88215488,45.57416268
323,300148,天舟文化,2025-02-24,5.1,20.0,1,135632362.6,187553547.37,51921184.77,239474732.14,3,3,32228089.6,55678594.37,23450504.77,37.09677419,16.97247706,103.187251,59.87460815
324,300159,新研股份,2025-02-24,2.89,19.917,1,64735754.24,111123105.72,46387351.48,157510457.2,2,2,12556333.0,30165554.0,17609221.0,45.22613065,-19.49860724,30.76923077,43.06930693
325,301556,托普云农,2025-02-24,110.93,-3.2868,1,-116393541.12,68826433.35,185219974.47,254046407.82,0,2,-36656855.16,0.0,36656855.16,24.4586559,31.24704212,665.03448276,665.03448276
326,600100,同方股份,2025-02-24,9.48,9.9768,1,18637118.74,425083620.2,406446501.46,831530121.66,0,0,0.0,0.0,0.0,42.12893553,28.97959184,100.84745763,48.58934169
327,600179,安通控股,2025-02-24,2.83,10.1167,1,17038419.38,43652498.38,26614079.0,70266577.38,0,0,0.0,0.0,0.0,6.79245283,-4.39189189,34.76190476,21.98275862
328,600825,新华传媒,2025-02-24,8.15,9.9865,1,61645977.85,136740007.29,75094029.44,211834036.73,0,0,0.0,0.0,0.0,36.5159129,33.82594417,125.76177285,76.87362468
329,600965,福成股份,2025-02-24,4.7,10.0703,1,13228179.0,18838540.0,5610361.0,24448901.0,0,0,0.0,0.0,0.0,16.33663366,14.35523114,40.71856287,-1.59779619
330,603395,红四方,2025-02-24,50.07,5.0126,1,-45958000.2,66205356.9,112163357.1,178368714.0,0,0,0.0,0.0,0.0,11.06921029,527.44360902,527.44360902,527.44360902
331,688165,埃夫特,2025-02-24,38.28,20.0,1,148399495.71,307012558.76,158613063.05,465625621.81,0,0,0.0,0.0,0.0,17.53147068,149.8694517,423.66621067,336.98630137
332,688379,华光新材,2025-02-24,28.37,20.0085,1,14859647.86,27600396.97,12740749.11,40341146.08,0,0,0.0,0.0,0.0,27.62033288,26.65178571,133.11421528,87.75417371
333,830964,润农节水,2025-02-24,8.96,0.7874,1,-10340000.6,33271032.35,43611032.95,76882065.3,0,0,0.0,0.0,0.0,33.53204173,-5.48523207,224.63768116,174.75098608
334,900920,动力B股,2025-02-24,0.207,7.2539,1,77361.11,212859.71,135498.6,348358.31,0,0,0.0,0.0,0.0,5.6122449,-5.47945205,44.75524476,0.48543689
